Nazwa pliku,TP,FN,FP,PPV,TPR,ACC,F1,INF
7QCA_1_L50_A_2006_G.amt,6,2,1,0.8571428571428571,0.75,0.8125,0.7999999999999999,0.8017837257372731
7O7Y_1_B5-B8_A_3915_G.amt,9,5,6,0.6,0.6428571428571429,0.6071428656578064,0.6206896551724138,0.6210590034081188
6AZ1_1_1_1_1771_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7QGG_1_t-D_B_2363_U.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
6XU8_1_A5-A8_B_1642_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7JIL_1_1_1_2211_G.amt,1,1,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
5T2A_1_B_B_1157_U.amt,4,0,4,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
7OYB_1_22_A_537_C.amt,6,4,3,0.6666666666666666,0.6,0.6499999761581421,0.631578947368421,0.6324555320336759
7PZY_1_1-4_1_1799_C.amt,9,1,2,0.8181818181818182,0.9,0.8500000238418579,0.8571428571428572,0.8581163303210332
4R4V_1_A_A_709_U.amt,6,6,2,0.75,0.5,0.6666666865348816,0.6,0.6123724356957945
6FYY_1_2_2_282_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
4QLM_1_A_A_48_C.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7PWO_1_2_2_4_C.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7QGG_1_S2_A_1071_G.amt,8,0,3,0.7272727272727273,1.0,0.8125,0.8421052631578948,0.8528028654224418
8A22_1_B3-B2-B1_B_30_C.amt,2,0,2,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
5J7L_1_AA_A_520_A.amt,0,4,4,0.0,0.0,0.0,0.0,0.0
8CVM_1_a_A_1035_G.amt,8,0,1,0.8888888888888888,1.0,0.9375,0.9411764705882353,0.9428090415820634
7OYB_1_22_A_1206_G.amt,6,2,2,0.75,0.75,0.75,0.75,0.75
5SWD_1_B_B_36_U.amt,4,0,3,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
6TH6_1_BA_A_1326_G.amt,12,0,3,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7P6Z_1_5_5_852_G.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QGG_1_t-D_B_3403_C.amt,2,4,2,0.5,0.3333333333333333,0.5,0.4,0.408248290463863
8GLP_1_L5-L8_B_2070_U.amt,11,3,1,0.9166666666666666,0.7857142857142857,0.8571428656578064,0.8461538461538461,0.8486684247915055
8D8L_1_a_A_518_U.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
6SWD_1_2_2_494_C.amt,8,2,6,0.5714285714285714,0.8,0.6000000238418579,0.6666666666666666,0.6761234037828132
4KZY_1_i_i_72_C.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
3RKF_1_C_C_20_U.amt,2,4,0,1.0,0.3333333333333333,0.6666666865348816,0.5,0.5773502691896257
4X4N_1_D_D_29_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7JIL_1_2_2_329_A.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
5TBW_1_1-4_1_265_A.amt,5,3,0,1.0,0.625,0.8125,0.7692307692307693,0.7905694150420949
7ZHG_1_2_A_1356_C.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
4V88_1_A6_A_1682_U.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7JIL_1_1_1_2800_G.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4V9F_1_0_0_2495_U.amt,7,3,2,0.7777777777777778,0.7,0.75,0.7368421052631577,0.7378647873726218
4K50_1_B_B_598_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6CZR_1_1a_A_1103_G.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4FRN_1_B_B_80_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6UFH_1_A_A_102_C.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7SFR_1_a_A_447_A.amt,10,0,5,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7OYB_1_51-81_A_3902_U.amt,4,6,2,0.6666666666666666,0.4,0.6000000238418579,0.5,0.5163977794943222
5XXU_1_2_2_251_A.amt,5,1,2,0.7142857142857143,0.8333333333333334,0.75,0.7692307692307692,0.7715167498104596
4AOB_1_A_A_42_G.amt,2,2,3,0.4,0.5,0.375,0.4444444444444445,0.4472135954999579
7AC7_1_4_4_322_U.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
8BUU_1_A_A_2257_G.amt,12,0,5,0.7058823529411765,1.0,0.7916666865348816,0.8275862068965517,0.8401680504168059
7KGB_1_a_a_642_C.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
4V9I_1_AY_A_35_G.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
6N7R_1_R_R_204_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5D5L_1_A_A_8_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5WT1_1_C_C_15_G.amt,8,0,3,0.7272727272727273,1.0,0.8125,0.8421052631578948,0.8528028654224418
3RKF_1_C_C_23_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5XXB_1_1-4_1_2550_G.amt,7,1,4,0.6363636363636364,0.875,0.6875,0.7368421052631579,0.7462025072446364
8EUG_1_1-2_A_2815_G.amt,8,0,1,0.8888888888888888,1.0,0.9375,0.9411764705882353,0.9428090415820634
3J7Q_1_5-8_5_3598_C.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
4KZY_1_i_i_960_A.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8HMZ_1_5-3_A_2_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6UFM_1_B_B_93_C.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7PZY_1_1-4_1_1792_G.amt,8,0,6,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
8CRX_1_A_A_464_A.amt,12,0,4,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7WJU_1_C_A_98_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6FYY_1_2_2_1436_G.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
8GLP_1_L5-L8_B_1484_G.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
8HMZ_1_5-3_A_3_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5MRC_1_A_A_1647_G.amt,6,2,6,0.5,0.75,0.5,0.6,0.6123724356957945
7P6Z_1_5_5_1010_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7P7Q_1_B_B_48_A.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
6YDP_1_BB_A_49_G.amt,10,0,4,0.7142857142857143,1.0,0.800000011920929,0.8333333333333333,0.8451542547285166
5C45_1_X-Y_Y_84_G.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7P7Q_1_a_a_1483_A.amt,2,4,1,0.6666666666666666,0.3333333333333333,0.5833333134651184,0.4444444444444444,0.4714045207910317
7CPU_1_S2_A_364_A.amt,6,4,4,0.6,0.6,0.6000000238418579,0.6,0.6
7P6Z_1_5_5_357_G.amt,4,2,0,1.0,0.6666666666666666,0.8333333134651184,0.8,0.816496580927726
7CPU_1_S2_A_1329_G.amt,4,2,3,0.5714285714285714,0.6666666666666666,0.5833333134651184,0.6153846153846153,0.6172133998483676
6YWS_1_A_A_2181_G.amt,10,0,3,0.7692307692307693,1.0,0.8500000238418579,0.8695652173913044,0.8770580193070292
3J7Q_1_5-8_5_911_U.amt,1,1,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7P7Q_1_A_A_1025_C.amt,7,1,3,0.7,0.875,0.75,0.7777777777777777,0.7826237921249264
6FYY_1_2_2_182_U.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
8EUG_1_1-2_A_2833_A.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7O7Y_1_B5-B8_A_687_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7QEP_1_3_3_1062_A.amt,4,2,5,0.4444444444444444,0.6666666666666666,0.4166666567325592,0.5333333333333333,0.5443310539518174
6CZR_1_1a_A_1379_A.amt,9,3,3,0.75,0.75,0.75,0.75,0.75
5T2A_1_B_B_35_U.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
5XXB_1_1-4_1_2464_U.amt,8,2,5,0.6153846153846154,0.8,0.6499999761581421,0.6956521739130435,0.7016464154456233
6D3P_1_A_A_4_C.amt,1,1,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
4LFB_1_A_A_854_G.amt,10,4,2,0.8333333333333334,0.7142857142857143,0.7857142686843872,0.7692307692307692,0.7715167498104596
6XU8_1_A5-A8_B_3272_A.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7CPU_1_L5-L8_A_4619_A.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
7QI4_1_AA_A_1506_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5T83_1_A_A_69_C.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
4KZY_1_i_i_206_A.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QEP_1_3_3_1069_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5XXB_1_1-4_1_1209_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6AZ3_1_1-7_1_1019_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
3IVK_1_M_M_60_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6ZMO_1_CB_A_15_G.amt,6,0,4,0.6,1.0,0.6666666865348816,0.7499999999999999,0.7745966692414834
7OYC_1_51-81_A_2319_G.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
7UW1_1_a_A_274_G.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7QEP_1_3_3_1150_C.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
5TBW_1_1-4_1_2179_C.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
5XXB_1_1-4_1_2543_A.amt,12,2,2,0.8571428571428571,0.8571428571428571,0.8571428656578064,0.8571428571428571,0.8571428571428571
7P6Z_1_3_3_126_C.amt,2,4,2,0.5,0.3333333333333333,0.5,0.4,0.408248290463863
1Y26_1_X_X_24_A.amt,2,4,2,0.5,0.3333333333333333,0.5,0.4,0.408248290463863
5MPS_1_6_6_78_G.amt,6,2,4,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
7UNW_1_A_A_1240_A.amt,12,2,3,0.8,0.8571428571428571,0.8214285969734192,0.8275862068965518,0.828078671210825
5TBW_1_1-4_1_548_G.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
6XU8_1_A5-A8_B_2641_C.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7PWO_1_2_2_728_G.amt,9,3,2,0.8181818181818182,0.75,0.7916666865348816,0.7826086956521738,0.7833494518006403
7ASE_1_0_0_2033_U.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7UNW_1_A_A_227_A.amt,9,5,3,0.75,0.6428571428571429,0.7142857313156128,0.6923076923076924,0.6943650748294137
5XXB_1_1-4_1_285_C.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
4V9F_1_0_0_1452_G.amt,10,0,3,0.7692307692307693,1.0,0.8500000238418579,0.8695652173913044,0.8770580193070292
8CRX_1_A_A_533_U.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
3J79_1_A-C_C_110_G.amt,7,3,2,0.7777777777777778,0.7,0.75,0.7368421052631577,0.7378647873726218
3J7Q_1_5-8_5_4645_C.amt,5,1,0,1.0,0.8333333333333334,0.9166666865348816,0.9090909090909091,0.9128709291752769
5AOX_1_C_C_39_U.amt,0,6,0,0.0,0.0,0.5,0.0,0.0
6RM3_1_L50_A_409_G.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7QIW_1_2-8_A_833_C.amt,6,0,3,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6AZ1_1_1_1_387_C.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
6RXU_1_C1-C2_A_327_G.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
7ZHG_1_2_A_459_G.amt,8,2,6,0.5714285714285714,0.8,0.6000000238418579,0.6666666666666666,0.6761234037828132
7QIW_1_2-8_A_1048_A.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
4V9F_1_0_0_1963_C.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7QCA_1_L50_A_1775_C.amt,3,3,3,0.5,0.5,0.5,0.5,0.5
7CPU_1_L5-L8_A_1397_A.amt,12,2,2,0.8571428571428571,0.8571428571428571,0.8571428656578064,0.8571428571428571,0.8571428571428571
3J79_1_A-C_A_2679_A.amt,8,2,2,0.8,0.8,0.800000011920929,0.8000000000000002,0.8
7NSH_1_BA_A_470_C.amt,6,2,4,0.6,0.75,0.625,0.6666666666666665,0.6708203932499369
7KGB_1_a_a_319_G.amt,16,0,7,0.6956521739130435,1.0,0.78125,0.8205128205128205,0.8340576562282991
6ERI_1_AA_A_88_A.amt,4,0,2,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5VYC_1_i2_A_1181_A.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
4Y1M_1_B_B_86_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
8EUG_1_1-2_A_2687_G.amt,8,0,1,0.8888888888888888,1.0,0.9375,0.9411764705882353,0.9428090415820634
1U6B_1_B_B_164_G.amt,10,0,4,0.7142857142857143,1.0,0.800000011920929,0.8333333333333333,0.8451542547285166
7CPU_1_L5-L8_A_3974_U.amt,4,6,2,0.6666666666666666,0.4,0.6000000238418579,0.5,0.5163977794943222
7ASE_1_0_0_609_A.amt,4,2,3,0.5714285714285714,0.6666666666666666,0.5833333134651184,0.6153846153846153,0.6172133998483676
7QIW_1_2-8_A_2991_A.amt,0,4,2,0.0,0.0,0.25,0.0,0.0
1L9A_1_B_B_137_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7QCA_1_L50_A_1657_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5G4U_1_I-J_J_5_A.amt,8,0,2,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7P6Z_1_3_3_1755_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
6ZJ3_1_S1_A_1366_C.amt,11,5,6,0.6470588235294118,0.6875,0.65625,0.6666666666666667,0.6669729688499157
7A0S_1_X_X_1929_U.amt,0,6,2,0.0,0.0,0.3333333432674408,0.0,0.0
7NAF_1_1_A_2918_G.amt,0,2,2,0.0,0.0,0.0,0.0,0.0
7P7Q_1_A_A_2581_C.amt,7,7,4,0.6363636363636364,0.5,0.6071428656578064,0.56,0.5640760748177662
7P6Z_1_3_3_2256_C.amt,6,4,2,0.75,0.6,0.699999988079071,0.6666666666666665,0.6708203932499369
7NAF_1_1_A_853_G.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
5TBW_1_1-4_1_1690_C.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
7SFR_1_a_A_525_U.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
6YDP_1_BA_A_921_A.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
6UFH_1_A_A_7_G.amt,4,4,2,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
5T5H_1_A-C_A_1627_C.amt,5,1,2,0.7142857142857143,0.8333333333333334,0.75,0.7692307692307692,0.7715167498104596
1XJR_1_A_A_19_G.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
4LFB_1_A_A_1111_A.amt,9,3,3,0.75,0.75,0.75,0.75,0.75
4LFB_1_A_A_1092_A.amt,12,6,5,0.7058823529411765,0.6666666666666666,0.6944444179534912,0.6857142857142857,0.6859943405700354
7R81_1_A1-C1_A_1794_A.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
7P6Z_1_3_3_1303_U.amt,0,4,1,0.0,0.0,0.375,0.0,0.0
3J7Q_1_5-8_5_3621_A.amt,6,2,1,0.8571428571428571,0.75,0.8125,0.7999999999999999,0.8017837257372731
6ZU5_1_L50_A_1890_U.amt,8,6,9,0.47058823529411764,0.5714285714285714,0.4642857015132904,0.5161290322580646,0.5185629788417315
7QCA_1_L50_A_524_G.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
6SVS_1_A_A_56_U.amt,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
4PR6_1_B_B_163_C.amt,2,4,3,0.4,0.3333333333333333,0.4166666567325592,0.3636363636363636,0.3651483716701107
5T2A_1_B_B_384_G.amt,4,2,1,0.8,0.6666666666666666,0.75,0.7272727272727272,0.7302967433402214
8EUG_1_1-2_A_723_C.amt,0,4,1,0.0,0.0,0.375,0.0,0.0
5TBW_1_1-4_4_100_U.amt,10,4,8,0.5555555555555556,0.7142857142857143,0.5714285969734192,0.6250000000000001,0.629940788348712
5J7L_1_DA_A_1540_G.amt,6,0,1,0.8571428571428571,1.0,0.9166666865348816,0.923076923076923,0.9258200997725514
7P7Q_1_A_A_1518_G.amt,2,6,4,0.3333333333333333,0.25,0.375,0.28571428571428575,0.28867513459481287
6FYY_1_2_2_153_G.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
3J7A_1_A_A_1983_A.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6JDV_1_B_B_136_G.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7NSH_1_BA_A_934_U.amt,10,4,5,0.6666666666666666,0.7142857142857143,0.6785714030265808,0.689655172413793,0.6900655593423543
6JDV_1_B_B_90_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
5MRC_1_A_A_1680_A.amt,12,8,10,0.5454545454545454,0.6,0.550000011920929,0.5714285714285713,0.5720775535473553
7P7Q_1_A_A_1764_C.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7Q4K_1_D2_A_28_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QIW_1_2-8_A_158_A.amt,5,1,3,0.625,0.8333333333333334,0.6666666865348816,0.7142857142857143,0.7216878364870323
8CVM_1_a_A_466_G.amt,12,2,5,0.7058823529411765,0.8571428571428571,0.75,0.7741935483870968,0.7778444682625972
7ZHG_1_2_A_668_A.amt,8,0,3,0.7272727272727273,1.0,0.8125,0.8421052631578948,0.8528028654224418
7UNW_1_A_A_1543_A.amt,16,0,6,0.7272727272727273,1.0,0.8125,0.8421052631578948,0.8528028654224418
7UNW_1_A_A_2220_U.amt,4,4,1,0.8,0.5,0.6875,0.6153846153846154,0.6324555320336759
7QGG_1_t-D_B_3842_C.amt,2,2,3,0.4,0.5,0.375,0.4444444444444445,0.4472135954999579
6ZU5_1_S60_A_1134_G.amt,4,2,0,1.0,0.6666666666666666,0.8333333134651184,0.8,0.816496580927726
6ERI_1_AB_A_29_U.amt,4,2,5,0.4444444444444444,0.6666666666666666,0.4166666567325592,0.5333333333333333,0.5443310539518174
5T2A_1_B_B_1035_G.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
7QI4_1_A_A_3173_G.amt,6,2,2,0.75,0.75,0.75,0.75,0.75
7P7Q_1_A_A_2400_U.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7QCA_1_S60_A_510_U.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
8BUU_1_A_A_1482_G.amt,11,1,1,0.9166666666666666,0.9166666666666666,0.9166666865348816,0.9166666666666666,0.9166666666666666
2QWY_1_C_C_28_G.amt,6,2,1,0.8571428571428571,0.75,0.8125,0.7999999999999999,0.8017837257372731
6QKL_1_N_N_3036_A.amt,8,0,2,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
8CRX_1_A_A_976_U.amt,7,5,3,0.7,0.5833333333333334,0.6666666865348816,0.6363636363636365,0.6390096504226938
5XXB_1_1-4_1_2888_G.amt,8,4,4,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
7OYC_1_22_A_1286_G.amt,4,0,3,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
7SFR_1_a_A_1165_C.amt,10,2,3,0.7692307692307693,0.8333333333333334,0.7916666865348816,0.8,0.8006407690254357
4WF9_1_X_X_2012_G.amt,13,3,9,0.5909090909090909,0.8125,0.625,0.6842105263157896,0.6929023281557339
7QCA_1_L50_A_1495_C.amt,9,1,2,0.8181818181818182,0.9,0.8500000238418579,0.8571428571428572,0.8581163303210332
7OYB_1_51-81_A_2304_G.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
7RQB_1_1B_A_28_C.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
8A57_1_A_A_1761_A.amt,2,2,2,0.5,0.5,0.5,0.5,0.5
7MDZ_1_2_2_44_G.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
6S0X_1_a_a_183_U.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7RQB_1_1A_A_1471_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
3J7P_1_S2_A_69_C.amt,2,4,2,0.5,0.3333333333333333,0.5,0.4,0.408248290463863
7OYC_1_51-81_A_1042_A.amt,6,2,0,1.0,0.75,0.875,0.8571428571428571,0.8660254037844386
4V9F_1_0_0_2115_U.amt,2,10,1,0.6666666666666666,0.16666666666666666,0.5416666865348816,0.26666666666666666,0.3333333333333333
3J79_1_A-C_A_3399_U.amt,14,2,7,0.6666666666666666,0.875,0.71875,0.7567567567567567,0.7637626158259733
7QIW_1_2-8_A_3314_C.amt,2,4,0,1.0,0.3333333333333333,0.6666666865348816,0.5,0.5773502691896257
8CVM_1_a_A_96_G.amt,3,1,1,0.75,0.75,0.75,0.75,0.75
4QJD_1_D_D_55_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7OYC_1_51-81_A_287_G.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
6NEQ_1_A_A_905_G.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7PKT_1_7-6_B_403_G.amt,0,2,2,0.0,0.0,0.0,0.0,0.0
5MRC_1_A_A_3065_U.amt,6,0,0,1.0,1.0,1.0,1.0,1.0
6ERI_1_AA_A_1616_A.amt,6,2,6,0.5,0.75,0.5,0.6,0.6123724356957945
7SFR_1_A_A_1642_G.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
6YDP_1_BA_A_1273_A.amt,0,8,2,0.0,0.0,0.375,0.0,0.0
7UVZ_1_A_A_1296_A.amt,5,7,5,0.5,0.4166666666666667,0.5,0.45454545454545453,0.45643546458763845
7UNW_1_a_A_830_G.amt,6,2,2,0.75,0.75,0.75,0.75,0.75
7QCA_1_S60_A_1141_A.amt,2,2,1,0.6666666666666666,0.5,0.625,0.5714285714285715,0.5773502691896257
7OYB_1_51-81_A_1511_C.amt,8,6,3,0.7272727272727273,0.5714285714285714,0.6785714030265808,0.64,0.6446583712203042
7KGB_1_a_a_757_A.amt,16,4,8,0.6666666666666666,0.8,0.699999988079071,0.7272727272727272,0.7302967433402214
6AZ3_1_1-7_1_240_U.amt,0,2,1,0.0,0.0,0.25,0.0,0.0
7SFR_1_a_A_1262_G.amt,10,2,2,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
8A22_1_A7-A6_B_193_A.amt,8,6,2,0.8,0.5714285714285714,0.7142857313156128,0.6666666666666666,0.6761234037828132
1GAX_1_D_D_939_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7P6Z_1_5_5_731_A.amt,7,1,0,1.0,0.875,0.9375,0.9333333333333333,0.9354143466934853
6ERI_1_Ax_A_69_G.amt,5,3,4,0.5555555555555556,0.625,0.5625,0.5882352941176471,0.5892556509887896
4WF9_1_X_X_300_G.amt,5,3,6,0.45454545454545453,0.625,0.4375,0.5263157894736842,0.5330017908890261
7CPU_1_L5-L8_A_3829_C.amt,4,4,4,0.5,0.5,0.5,0.5,0.5
7P6Z_1_5_5_130_G.amt,8,4,4,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
7QEP_1_3_3_1163_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7KGB_1_a_a_530_A.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
7QCA_1_L50_A_332_A.amt,4,0,0,1.0,1.0,1.0,1.0,1.0
7QGG_1_E_A_105_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
7UTN_1_C_A_89_C.amt,4,0,4,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
7CPU_1_S2_A_155_G.amt,4,0,3,0.5714285714285714,1.0,0.625,0.7272727272727273,0.7559289460184544
1U6B_1_B_B_151_G.amt,10,2,6,0.625,0.8333333333333334,0.6666666865348816,0.7142857142857143,0.7216878364870323
5XY3_1_1-4_1_1831_A.amt,13,5,6,0.6842105263157895,0.7222222222222222,0.6944444179534912,0.7027027027027027,0.7029594915666376
6VMY_1_A_A_250_C.amt,8,0,3,0.7272727272727273,1.0,0.8125,0.8421052631578948,0.8528028654224418
7NAD_1_1_A_1692_U.amt,2,2,0,1.0,0.5,0.75,0.6666666666666666,0.7071067811865476
7QI4_1_B_A_58_A.amt,6,0,2,0.75,1.0,0.8333333134651184,0.8571428571428571,0.8660254037844386
3J7Q_1_5-8_5_1213_G.amt,0,2,0,0.0,0.0,0.5,0.0,0.0
5TBW_1_1-4_1_1669_C.amt,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666865348816,0.6666666666666666,0.6666666666666666
7R81_1_A1-C1_A_468_C.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
6CZR_1_1a_A_1428_G.amt,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333134651184,0.8333333333333334,0.8333333333333334
5J7L_1_DA_A_1064_C.amt,4,0,1,0.8,1.0,0.875,0.888888888888889,0.8944271909999159
7R81_1_A1-C1_A_1059_C.amt,4,2,0,1.0,0.6666666666666666,0.8333333134651184,0.8,0.816496580927726
6YWS_1_A_A_2424_G.amt,2,0,2,0.5,1.0,0.5,0.6666666666666666,0.7071067811865476
7QEP_1_3_3_553_G.amt,2,0,0,1.0,1.0,1.0,1.0,1.0
5O5J_1_W_W_31_A.amt,2,0,1,0.6666666666666666,1.0,0.75,0.8,0.816496580927726
